4.317279905080795288e-03 1.077736828114519985e-01
6.404110230505466461e-03 4.470664556498701175e-02
2.582670003175735474e-02 5.572727313049118808e-02
2.693359926342964172e-02 4.535720666859492656e-02
3.398270159959793091e-02 3.217001561784711972e-01
3.812349960207939148e-02 8.537316696730936627e-01
4.312260076403617859e-02 2.063534003084057517e-02
4.567709937691688538e-02 2.361560417748522975e-02
4.769000038504600525e-02 5.499054870660025768e-02
5.124890059232711792e-02 3.277686936773782644e-02
5.126959830522537231e-02 1.163775327299457485e-01
5.141450092196464539e-02 4.344988906549376168e-02
5.480179935693740845e-02 6.798675732455737586e-02
8.793400228023529053e-02 4.328363979013206686e-01
9.156849980354309082e-02 6.181114095532051766e-02
9.173469990491867065e-02 2.223452836398204457e+00
1.218760013580322266e-01 2.116570212504659265e-01
1.267990022897720337e-01 9.449471704457184512e-03
1.285690069198608398e-01 3.165672906846173779e-02
1.322019994258880615e-01 1.611099170413926029e-01
1.328520029783248901e-01 7.429218545232402215e-02
1.367609947919845581e-01 4.664753789447138865e-02
1.399469971656799316e-01 1.880198599725574904e-01
1.491190046072006226e-01 3.178792552423360951e-02
1.493780016899108887e-01 9.191933105627797529e-02
1.560489982366561890e-01 3.426478158177169442e-02
1.568569988012313843e-01 2.577280174529660295e-01
1.590510010719299316e-01 1.936005678897189108e-01
1.595409959554672241e-01 1.478605207234360563e-01
1.647849977016448975e-01 6.375915531243209200e-02
1.658120006322860718e-01 5.732628758373447403e-02
1.736640036106109619e-01 2.884131936185662520e-02
1.737139970064163208e-01 3.465865195721710978e-02
1.915529966354370117e-01 1.039917500658791016e-01
1.947270035743713379e-01 7.381196831104909484e-02
1.965840011835098267e-01 3.992134732982856316e-02
2.004539966583251953e-01 7.815407857734964214e-02
2.012429982423782349e-01 7.457590736631634909e-02
2.604239881038665771e-01 1.022381624568698133e-01
2.842760086059570312e-01 1.343358765302591074e-01
2.939299941062927246e-01 6.865577161720391730e-02
2.971889972686767578e-01 7.843967717772540316e-02
3.073559999465942383e-01 5.842850047660140544e-02
3.175190091133117676e-01 5.193307511078885247e-02
3.258680105209350586e-01 3.552217722377532666e-02
3.356060087680816650e-01 1.867724328752746188e-01
3.569560050964355469e-01 1.328817509406356179e-01
3.627499938011169434e-01 1.854487201369471316e-01
3.690440058708190918e-01 5.620445363730630639e-02
3.717170059680938721e-01 1.507385297235996346e-01
3.777169883251190186e-01 9.906125371675275626e-02
3.851920068264007568e-01 1.471967661978335618e-01
3.870359957218170166e-01 1.030928889272083315e-01
3.910290002822875977e-01 4.914514136498260299e-02
3.959810137748718262e-01 7.987165748050402414e-02
3.966979980468750000e-01 9.764149812089967934e-03
3.985469937324523926e-01 1.364939228662253590e-01
3.989970088005065918e-01 4.940002005945400010e-02
3.994880020618438721e-01 6.545516979423607329e-02
4.038519859313964844e-01 1.317312101300089910e-01
4.072729945182800293e-01 4.357736165806401496e-02
4.107860028743743896e-01 6.980726674519956154e-02
4.156369864940643311e-01 9.198142146547479137e-02
4.201830029487609863e-01 1.133964697535408822e-01
4.213249981403350830e-01 2.099059971074169195e-01
4.290289878845214844e-01 3.959384103765586221e-02
4.294849932193756104e-01 1.605786548939168168e-01
4.343029856681823730e-01 1.466463034737672810e-01
4.540779888629913330e-01 1.555222628126445850e-01
4.624449908733367920e-01 6.705803567325040182e-02
4.686590135097503662e-01 5.602364378817991514e-02
4.695850014686584473e-01 4.078652980375833959e-02
4.847010076045989990e-01 1.068210440420926527e-01
4.941129982471466064e-01 7.299133025303805589e-02
4.946239888668060303e-01 5.036111533860884552e-03
5.114899873733520508e-01 1.568830101156861445e-01
5.210809707641601562e-01 5.384701809298555325e-02
5.291730165481567383e-01 7.934287883226992522e-02
5.315369963645935059e-01 1.701409786225230661e-02
5.336740016937255859e-01 6.444955128936483146e-02
5.420799851417541504e-01 1.020996242619422525e-02
5.421209931373596191e-01 1.712428458499120829e-02
5.426319837570190430e-01 5.019043640967980890e-02
5.445359945297241211e-01 4.994015601641722812e-02
5.447270274162292480e-01 1.005562316120230948e-01
5.496519804000854492e-01 9.870112891863558335e-02
5.499640107154846191e-01 3.208376699615481109e-02
5.533819794654846191e-01 1.204789530787030716e-01
5.548549890518188477e-01 2.527242918036307628e-01
5.612109899520874023e-01 2.893109650463932328e-02
5.695949792861938477e-01 1.069500609809082362e-02
5.709530115127563477e-01 8.306959290799462159e-02
5.761500000953674316e-01 3.711632433269575898e-02
5.787240266799926758e-01 1.681086944980741266e-02
5.802649855613708496e-01 1.385029732628566823e-01
5.805090069770812988e-01 7.045416765541095971e-02
5.881389975547790527e-01 5.938549441157793540e-02
5.940290093421936035e-01 4.899236061738515557e-02
6.013569831848144531e-01 8.230199633326899800e-02
6.045169830322265625e-01 2.214609455124635362e-01
6.164349913597106934e-01 9.030628873287467606e-02
6.475250124931335449e-01 8.315554407021574779e-02
6.477810144424438477e-01 7.306173096965196123e-02
6.565099954605102539e-01 1.166650004821759568e-01
6.598230004310607910e-01 1.718789726119391570e-01
6.694959998130798340e-01 8.446601194705451177e-02
6.956710219383239746e-01 7.044602251697301698e-02
6.982110142707824707e-01 3.662057636795700843e-01
7.347589731216430664e-01 5.397101341491535725e-02
7.398319840431213379e-01 1.383952928724708209e-01
7.446029782295227051e-01 3.739741697977939927e-02
7.451059818267822266e-01 9.699554411992920844e-02
7.460259795188903809e-01 3.443780956930230647e-02
7.490469813346862793e-01 5.970483480970013163e-02
7.506660223007202148e-01 2.184844339028656490e-01
7.508659958839416504e-01 4.116707408933011070e-02
7.551630139350891113e-01 2.302850092153983785e-02
7.615060210227966309e-01 1.913265114399088224e-02
7.631959915161132812e-01 4.182647390448825109e-02
7.721369862556457520e-01 1.537494760713938036e-02
7.729669809341430664e-01 3.213729135877616255e-03
7.753850221633911133e-01 6.172061916214062471e-02
7.755640149116516113e-01 5.321355622679168479e-02
7.766990065574645996e-01 2.838097933328280476e-02
7.793210148811340332e-01 7.010592162301758357e-03
7.807549834251403809e-01 9.573360990862120334e-02
7.917299866676330566e-01 2.507467286647366983e-02
8.056439757347106934e-01 3.083660455711688675e-01
8.216009736061096191e-01 5.301800581148821689e-02
8.655120134353637695e-01 1.315367363762081632e-01
8.753619790077209473e-01 1.892324543893171562e-02
8.818600177764892578e-01 1.911436784273180464e-02
8.831089735031127930e-01 3.228824177242776983e-02
8.986740112304687500e-01 2.178177850177851760e-01
9.074069857597351074e-01 4.633811003504730019e-02
9.110440015792846680e-01 7.605241587972232098e-02
9.169260263442993164e-01 3.603335395627896287e-02
9.292920231819152832e-01 9.243883990042923993e-02
9.387189745903015137e-01 1.998541014696103568e-01
9.397709965705871582e-01 1.082087691759372194e-01
9.519929885864257812e-01 5.062205212912303243e-02
9.527390003204345703e-01 7.641075219261949103e-01
9.551789760589599609e-01 1.003383289327999806e-01
9.598240256309509277e-01 2.574617186733113919e-02
9.716399908065795898e-01 1.766726890117052140e-01
9.746649861335754395e-01 4.195590825039613447e-02
9.784759879112243652e-01 4.817854776134772310e-02
9.790459871292114258e-01 4.678487872419909849e-02
9.795100092887878418e-01 7.754941837524145787e-02
9.802510142326354980e-01 9.195439305160339749e-02
9.811660051345825195e-01 5.292685556527965129e-01
9.839339852333068848e-01 4.052008484201279070e-02
9.840120077133178711e-01 5.837753635548956904e-02
9.890930056571960449e-01 1.045660410077869223e-01
9.950799942016601562e-01 1.508840380619022314e-01
9.973340034484863281e-01 1.799672813317698336e-02
1.003440022468566895e+00 2.577358538118563677e-02
1.004189968109130859e+00 9.549738020467372912e-02
1.004819989204406738e+00 2.770425388501026598e-01
1.011150002479553223e+00 9.963898875113948173e-02
1.013260006904602051e+00 6.980710445341105352e-02
1.016459941864013672e+00 1.282819537988299785e-01
1.026160001754760742e+00 4.591114826882937427e-02
1.038910031318664551e+00 1.285747978219111687e-01
1.043650031089782715e+00 2.197773994397873576e-01
1.051470041275024414e+00 7.362101128523981797e-02
1.063760042190551758e+00 4.920004982978787994e-02
1.067919969558715820e+00 1.067328255433583201e-01
1.092329978942871094e+00 2.099477137323264297e-01
1.093680024147033691e+00 8.204183849075606660e-02
1.099259972572326660e+00 7.718527593829598021e-02
1.111610054969787598e+00 5.705659615535672163e-02
1.117670059204101562e+00 2.631923810455046309e-01
1.117849946022033691e+00 2.277931280599490224e-02
1.119989991188049316e+00 2.454613604754633110e-02
1.123340010643005371e+00 5.598009202845270760e-02
1.125939965248107910e+00 8.290918156990301213e-02
1.131019949913024902e+00 1.307893016789019591e-01
1.138319969177246094e+00 1.616388362897217545e-01
1.139240026473999023e+00 4.405002541814195122e-02
1.139989972114562988e+00 1.556552694414685412e-01
1.140720009803771973e+00 2.295192559498633322e-01
1.141870021820068359e+00 3.827733264255216150e-02
1.147779941558837891e+00 4.174703771131353658e-02
1.148460030555725098e+00 7.622890641855967209e-02
1.161839962005615234e+00 1.579213131155787417e-02
1.162729978561401367e+00 1.489112857132551260e-01
